orderid,date,prodnumber,prodname,categoryname,customerid,firstname,lastname,customercity,customerstate,quantity,price,total
1124,2020-09-01,BP106,Hexacopter Drone Blueprint,Blueprints,359,Quincey,Gowland,Fort Smith,Arkansas,4,8.99,35.96
1125,2020-09-01,DS304,DTE-QFN20 Drone,Drones,864,Alina,Lockley,Dayton,Ohio,3,250,750
1126,2020-09-01,EB504,Cartesian Robots,eBooks,624,Davy,Dunsmore,Knoxville,Tennessee,3,12.99,38.97
1127,2020-09-01,DK205,BYOD-350,Drone Kits,473,Cher,Poole,Baltimore,Maryland,6,89.95,539.7
1128,2020-09-01,EB509,GPS Drones,eBooks,602,Siffre,Hellcat,Fresno,California,2,19.99,39.98
1129,2020-09-01,EB509,GPS Drones,eBooks,941,Geri,Haddock,North Little Rock,Arkansas,5,19.99,99.94999999999999
1130,2020-09-01,EB509,GPS Drones,eBooks,1884,Astrix,Fanning,Arlington,Texas,3,19.99,59.97
1131,2020-09-01,BP101,All Eyes Drone Blueprint,Blueprints,1015,Glynis,Laguerre,Winston Salem,North Carolina,3,9.99,29.97
1132,2020-09-01,EB503,Building Your Own Drone,eBooks,1280,Nicola,Hullbrook,Irvine,California,5,24.99,124.94999999999999
1133,2020-09-01,RS703,RCB-889 Robot,Robots,1787,Kienan,Agiolfinger,Littleton,Colorado,3,549,1647
1134,2020-09-01,RS702,MICR-23K Robot,Robots,1227,Ravid,Scoines,Madison,Wisconsin,3,899,2697
1135,2020-09-02,BP108,Panda Robot Blueprint,Blueprints,1883,Hermie,Totterdill,Fort Worth,Texas,6,7.99,47.94
1136,2020-09-02,BP105,Creature Robot Arms Blueprint,Blueprints,72,Morgan,Manske,Brockton,Massachusetts,3,12,36
1137,2020-09-02,TV806,Mapping with Drones,Training Videos,404,Ajay,Hardy,Madison,Wisconsin,3,49,147
1138,2020-09-02,RS703,RCB-889 Robot,Robots,864,Alina,Lockley,Dayton,Ohio,4,549,2196
1139,2020-09-02,DS306,DX-145 Drone,Drones,1661,Robin,Scambler,Albuquerque,New Mexico,4,250,1000
1140,2020-09-02,RK606,BYOR-3535,Robot Kits,107,Aurea,Bluschke,San Jose,California,1,225,225
1141,2020-09-02,RS707,RXW-9807 Robot,Robots,1196,Betsy,Buncombe,Birmingham,Alabama,4,599,2396
1142,2020-09-03,TV813,Virtual Reality Basics,Training Videos,1768,Ring,Potticary,Daytona Beach,Florida,2,29.99,59.98
1143,2020-09-03,DS307,MICR-564K Drone,Drones,416,Kary,Pedro,Dallas,Texas,6,499,2994
1144,2020-09-03,TV813,Virtual Reality Basics,Training Videos,1444,Markos,Ede,North Hollywood,California,5,29.99,149.95
1145,2020-09-04,RS707,RXW-9807 Robot,Robots,497,Daron,McGrorty,Elizabeth,New Jersey,5,599,2995
1146,2020-09-04,TV809,Understanding 3D Printing,Training Videos,1078,Johnathan,Ramsbotham,Topeka,Kansas,2,42.99,85.98
1147,2020-09-04,DK207,BYOD-400S,Drone Kits,1856,Raf,Cokayne,Saint Paul,Minnesota,1,129.95,129.95
1148,2020-09-04,RK602,BYOR-1000,Robot Kits,1500,Pattin,Wallman,Stamford,Connecticut,5,189,945
1149,2020-09-04,EB504,Cartesian Robots,eBooks,574,Bealle,Ferrolli,Charleston,South Carolina,2,12.99,25.98
1150,2020-09-04,BP105,Creature Robot Arms Blueprint,Blueprints,733,Mart,Bettis,Wichita,Kansas,4,12,48
1151,2020-09-04,EB519,Spherical Robots,eBooks,1933,Welch,Boncore,Wilmington,Delaware,5,16.75,83.75
1152,2020-09-04,DS303,DTD-7000 Drone,Drones,1845,Marco,Fernley,Birmingham,Alabama,6,450,2700
1153,2020-09-04,EB520,Understanding Arduino,eBooks,1482,Gracie,Moens,Scottsdale,Arizona,2,17.5,35
1154,2020-09-05,DK201,BYOD-100,Drone Kits,485,Yvette,Mayze,Ridgely,Maryland,2,54,108
1155,2020-09-05,DK207,BYOD-400S,Drone Kits,894,Helli,Bamlet,Sioux City,Iowa,3,129.95,389.84999999999997
1156,2020-09-05,TV811,Understanding Drone Regulations,Training Videos,1398,Noam,Mariyushkin,Louisville,Kentucky,3,27.5,82.5
1157,2020-09-05,BP101,All Eyes Drone Blueprint,Blueprints,1251,Chrissie,Gothliff,Atlanta,Georgia,4,9.99,39.96
1158,2020-09-05,EB518,Single Rotor Drones,eBooks,127,Riccardo,McMurtyr,Albany,New York,1,14.99,14.99
1159,2020-09-06,BP110,Sleepy Eye Blueprint,Blueprints,1225,Chelsy,Collop,Pittsburgh,Pennsylvania,2,11.99,23.98
1160,2020-09-06,RS702,MICR-23K Robot,Robots,1099,Tracy,Lynock,Chico,California,3,899,2697
1161,2020-09-07,RS707,RXW-9807 Robot,Robots,308,Babara,Abrahamsson,Philadelphia,Pennsylvania,3,599,1797
1162,2020-09-07,EB503,Building Your Own Drone,eBooks,57,Angy,Millions,Rochester,New York,4,24.99,99.96
1163,2020-09-07,EB511,Helicopter Drones,eBooks,193,Urbain,Tourry,Waco,Texas,2,20.95,41.9
1164,2020-09-08,TV807,Open Source Code,Training Videos,312,Timmy,Toulch,Phoenix,Arizona,3,32.95,98.85000000000001
1165,2020-09-08,TV808,Robotic Essentials,Training Videos,1533,Cyrus,Ranking,Sacramento,California,3,34.99,104.97
1166,2020-09-08,BP102,Bsquare Robot Blueprint,Blueprints,1663,Stephenie,O' Liddy,Phoenix,Arizona,4,8.99,35.96
1167,2020-09-09,RK602,BYOR-1000,Robot Kits,928,Lise,Jacklin,San Diego,California,3,189,567
1168,2020-09-09,EB513,Photograph Drones,eBooks,1703,Ashton,Mansion,Sacramento,California,5,14.99,74.95
1169,2020-09-09,EB516,RTF Drones,eBooks,643,Yevette,Harris,Louisville,Kentucky,2,16.99,33.98
1170,2020-09-09,BP102,Bsquare Robot Blueprint,Blueprints,1941,Hetti,Capponer,Los Angeles,California,5,8.99,44.95
1171,2020-09-09,EB502,Building Your First Robot,eBooks,1501,Yuri,Dudley,Washington,District of Columbia,2,24.95,49.9
1172,2020-09-09,EB509,GPS Drones,eBooks,302,Lewie,Roback,Madison,Wisconsin,3,19.99,59.97
1173,2020-09-09,TV809,Understanding 3D Printing,Training Videos,1158,Ernestus,Sandbrook,Hayward,California,2,42.99,85.98
1174,2020-09-09,TV810,Understanding Automation,Training Videos,1039,Audrie,Nuschke,Rochester,New York,4,44.95,179.8
1175,2020-09-09,DK209,BYOD-550,Drone Kits,914,Whitby,MacDowal,San Diego,California,4,179,716
1176,2020-09-10,DK209,BYOD-550,Drone Kits,1012,Berk,Feenan,Shreveport,Louisiana,2,179,358
1177,2020-09-10,RS706,RWW-75 Robot,Robots,1331,Becka,Hegden,Newark,Delaware,5,883,4415
1178,2020-09-10,TV809,Understanding 3D Printing,Training Videos,1862,Brnaba,Vasilechko,Kansas City,Missouri,4,42.99,171.96
1179,2020-09-10,RK606,BYOR-3535,Robot Kits,843,Sharleen,Ricciardo,San Angelo,Texas,4,225,900
1180,2020-09-10,TV807,Open Source Code,Training Videos,1339,Daven,Tondeur,Longview,Texas,5,32.95,164.75
1181,2020-09-10,DK202,BYOD-200,Drone Kits,237,Amitie,Alyokhin,Philadelphia,Pennsylvania,5,58.95,294.75
1182,2020-09-11,RS702,MICR-23K Robot,Robots,152,Margaretta,Gales,Alhambra,California,4,899,3596
1183,2020-09-11,EB504,Cartesian Robots,eBooks,1873,Courtnay,Cassell,Cambridge,Massachusetts,2,12.99,25.98
1184,2020-09-11,TV808,Robotic Essentials,Training Videos,112,Myriam,Ravenscroftt,Omaha,Nebraska,3,34.99,104.97
1185,2020-09-12,RS707,RXW-9807 Robot,Robots,102,Carmine,Cruz,San Francisco,California,5,599,2995
1186,2020-09-12,RS703,RCB-889 Robot,Robots,1548,Jayson,By,Albany,New York,6,549,3294
1187,2020-09-12,EB519,Spherical Robots,eBooks,229,Sibby,Fishe,New York City,New York,3,16.75,50.25
1188,2020-09-12,EB509,GPS Drones,eBooks,603,Merci,Anning,Wilmington,Delaware,2,19.99,39.98
1189,2020-09-13,DK208,BYOD-500,Drone Kits,1969,Angel,Ainscow,Seattle,Washington,2,167,334
1190,2020-09-13,EB513,Photograph Drones,eBooks,313,Nanny,Olsson,Las Vegas,Nevada,5,14.99,74.95
1191,2020-09-13,TV804,Drone Video Techniques,Training Videos,1621,Mimi,Tomasik,Abilene,Texas,5,37.99,189.95000000000002
1192,2020-09-13,TV804,Drone Video Techniques,Training Videos,580,Staci,Zollner,San Diego,California,2,37.99,75.98
1193,2020-09-13,EB503,Building Your Own Drone,eBooks,858,Whitby,Hearse,Daytona Beach,Florida,5,24.99,124.94999999999999
1194,2020-09-13,DS304,DTE-QFN20 Drone,Drones,1465,Bee,Bockh,Torrance,California,5,250,1250
1195,2020-09-13,EB506,Delta Robots,eBooks,1119,Godfry,Macenzy,Springfield,Illinois,6,16.99,101.94
1196,2020-09-14,RS707,RXW-9807 Robot,Robots,1039,Audrie,Nuschke,Rochester,New York,4,599,2396
1197,2020-09-14,EB507,Drone Building Essentials,eBooks,1230,Rosita,Baswall,Staten Island,New York,3,13.99,41.97
1198,2020-09-14,EB509,GPS Drones,eBooks,1364,Diahann,Harcourt,Wichita,Kansas,3,19.99,59.97
1199,2020-09-14,BP110,Sleepy Eye Blueprint,Blueprints,1158,Ernestus,Sandbrook,Hayward,California,4,11.99,47.96
1200,2020-09-15,DK202,BYOD-200,Drone Kits,1375,Ailee,Chantrell,Lincoln,Nebraska,5,58.95,294.75
1201,2020-09-15,TV807,Open Source Code,Training Videos,283,Charmion,Le Gassick,Shreveport,Louisiana,4,32.95,131.8
1202,2020-09-15,BP106,Hexacopter Drone Blueprint,Blueprints,1900,Magdalen,Downing,Phoenix,Arizona,5,8.99,44.95
1203,2020-09-16,DK206,BYOD-400,Drone Kits,2121,Dorella,Saxton,Duluth,Georgia,4,119,476
1204,2020-09-16,TV810,Understanding Automation,Training Videos,2042,Kaycee,Marshfield,Davenport,Iowa,2,44.95,89.9
1205,2020-09-16,EB503,Building Your Own Drone,eBooks,1659,Tadd,Ind,Pensacola,Florida,3,24.99,74.97
1206,2020-09-16,BP104,Cat Robot Blueprint,Blueprints,241,Sara,Gruszka,Chicago,Illinois,5,4.99,24.950000000000003
1207,2020-09-16,TV805,Industrial 3D Printing,Training Videos,997,Norris,Maven,Sarasota,Florida,3,49,147
1208,2020-09-16,BP110,Sleepy Eye Blueprint,Blueprints,142,Ezequiel,Blakeden,Louisville,Kentucky,2,11.99,23.98
1209,2020-09-16,DK202,BYOD-200,Drone Kits,978,Munmro,McConnell,Prescott,Arizona,4,58.95,235.8
1210,2020-09-17,RS704,RLK-9920 Robot,Robots,422,Lucita,Lesper,Des Moines,Iowa,2,699,1398
1211,2020-09-17,TV809,Understanding 3D Printing,Training Videos,1843,Maritsa,MacCaughan,Madison,Wisconsin,6,42.99,257.94
1212,2020-09-17,DK207,BYOD-400S,Drone Kits,2000,Rhoda,Bagge,Saint Paul,Minnesota,5,129.95,649.75
1213,2020-09-17,RK605,BYOR-3000,Robot Kits,235,Doe,O'Luby,Fairbanks,Alaska,2,214,428
1214,2020-09-17,TV808,Robotic Essentials,Training Videos,928,Lise,Jacklin,San Diego,California,2,34.99,69.98
1215,2020-09-17,EB519,Spherical Robots,eBooks,1108,Kirsti,Clericoates,Youngstown,Ohio,5,16.75,83.75
1216,2020-09-17,TV809,Understanding 3D Printing,Training Videos,1694,Robinia,Balog,Birmingham,Alabama,4,42.99,171.96
1217,2020-09-18,EB512,Multi Rotor Drones,eBooks,615,Zora,Rossetti,Washington,District of Columbia,4,24.95,99.8
1218,2020-09-18,BP101,All Eyes Drone Blueprint,Blueprints,1277,Sibelle,Vassie,San Jose,California,5,9.99,49.95
1219,2020-09-18,EB512,Multi Rotor Drones,eBooks,1347,Phaidra,Ingerson,Tucson,Arizona,4,24.95,99.8
1220,2020-09-18,EB514,Polar Robots,eBooks,295,Red,Winning,Springfield,Illinois,4,23.99,95.96
1221,2020-09-18,RS704,RLK-9920 Robot,Robots,1334,Adel,Duberry,Trenton,New Jersey,4,699,2796
1222,2020-09-18,RS703,RCB-889 Robot,Robots,475,Gabriel,Gallaher,Phoenix,Arizona,4,549,2196
1223,2020-09-19,DS304,DTE-QFN20 Drone,Drones,267,Jeanine,Merit,Madison,Wisconsin,2,250,500
1224,2020-09-19,BP105,Creature Robot Arms Blueprint,Blueprints,714,Kennie,Kington,Dallas,Texas,5,12,60
1225,2020-09-19,EB504,Cartesian Robots,eBooks,287,Elna,De Angelo,Honolulu,Hawaii,2,12.99,25.98
1226,2020-09-19,TV811,Understanding Drone Regulations,Training Videos,307,Jock,Spurett,Columbus,Georgia,2,27.5,55
1227,2020-09-19,EB514,Polar Robots,eBooks,478,Shell,Huyghe,Biloxi,Mississippi,3,23.99,71.97
1228,2020-09-19,EB511,Helicopter Drones,eBooks,1898,Orelee,Leeves,Little Rock,Arkansas,2,20.95,41.9
1229,2020-09-19,EB509,GPS Drones,eBooks,1128,Konstanze,Hearse,Youngstown,Ohio,1,19.99,19.99
1230,2020-09-20,TV805,Industrial 3D Printing,Training Videos,609,Tannie,Warlock,Youngstown,Ohio,5,49,245
1231,2020-09-21,EB503,Building Your Own Drone,eBooks,604,Gale,Gallen,San Antonio,Texas,2,24.99,49.98
1232,2020-09-21,EB514,Polar Robots,eBooks,657,Quincy,Gors,Wilmington,Delaware,5,23.99,119.94999999999999
1233,2020-09-22,RS706,RWW-75 Robot,Robots,1111,Chrysler,Chadwick,Bakersfield,California,6,883,5298
1234,2020-09-22,DK202,BYOD-200,Drone Kits,193,Urbain,Tourry,Waco,Texas,6,58.95,353.70000000000005
1235,2020-09-22,BP110,Sleepy Eye Blueprint,Blueprints,1500,Pattin,Wallman,Stamford,Connecticut,5,11.99,59.95
1236,2020-09-22,RK605,BYOR-3000,Robot Kits,2094,Roi,Marchand,Greeley,Colorado,4,214,856
1237,2020-09-22,TV803,Cloud Computing,Training Videos,239,Karim,Coen,Savannah,Georgia,2,29.99,59.98
1238,2020-09-22,TV801,Aerial Security,Training Videos,465,Germaine,Farran,Boise,Idaho,5,36.99,184.95000000000002
1239,2020-09-22,EB508,Fixed Wing Drones,eBooks,711,Brittney,Whiteman,Spokane,Washington,5,15.5,77.5
1240,2020-09-22,BP110,Sleepy Eye Blueprint,Blueprints,111,Neil,Pitsall,Port Saint Lucie,Florida,3,11.99,35.97
1241,2020-09-22,BP105,Creature Robot Arms Blueprint,Blueprints,1492,Cobbie,Tunny,Washington,District of Columbia,6,12,72
1242,2020-09-22,DK202,BYOD-200,Drone Kits,655,Leif,Bleakley,Saint Louis,Missouri,4,58.95,235.8
1243,2020-09-23,RK606,BYOR-3535,Robot Kits,836,Randolph,Seson,Saint Louis,Missouri,1,225,225
1244,2020-09-23,BP106,Hexacopter Drone Blueprint,Blueprints,1072,Henrieta,Cubberley,Aurora,Colorado,5,8.99,44.95
1245,2020-09-23,TV803,Cloud Computing,Training Videos,391,Anitra,Colenutt,Cleveland,Ohio,3,29.99,89.97
1246,2020-09-23,RS704,RLK-9920 Robot,Robots,569,Persis,Christer,Abilene,Texas,3,699,2097
1247,2020-09-23,BP107,Ladybug Robot Blueprint,Blueprints,572,Gabriel,Polini,Garland,Texas,3,12,36
1248,2020-09-23,TV812,Understanding Raspberry PI,Training Videos,1387,Em,Heatherington,Omaha,Nebraska,2,28.99,57.98
1249,2020-09-24,RS702,MICR-23K Robot,Robots,715,Marty,Tokley,Baltimore,Maryland,2,899,1798
1250,2020-09-24,EB518,Single Rotor Drones,eBooks,109,Maryl,Mathet,Charlotte,North Carolina,5,14.99,74.95
1251,2020-09-24,TV807,Open Source Code,Training Videos,775,Sabra,Battell,San Antonio,Texas,2,32.95,65.9
1252,2020-09-25,RK606,BYOR-3535,Robot Kits,273,Olav,Wisbey,Carol Stream,Illinois,6,225,1350
1253,2020-09-25,EB516,RTF Drones,eBooks,440,Dorian,Hakey,Norfolk,Virginia,1,16.99,16.99
1254,2020-09-25,EB521,Understanding Artificial Intelligence,eBooks,950,Winfield,Uren,Dayton,Ohio,3,19.5,58.5
1255,2020-09-25,TV806,Mapping with Drones,Training Videos,1631,Idalia,Arnowitz,Denver,Colorado,4,49,196
1256,2020-09-25,EB513,Photograph Drones,eBooks,605,Armin,Measen,Newark,New Jersey,4,14.99,59.96
1257,2020-09-25,TV801,Aerial Security,Training Videos,550,Sallyann,Revington,Tuscaloosa,Alabama,4,36.99,147.96
1258,2020-09-26,DK203,BYOD-220,Drone Kits,1083,Fiorenze,Uebel,Lima,Ohio,3,69,207
1259,2020-09-26,DK203,BYOD-220,Drone Kits,30,Emelina,Nestle,Jamaica,New York,3,69,207
1260,2020-09-26,TV807,Open Source Code,Training Videos,1845,Marco,Fernley,Birmingham,Alabama,5,32.95,164.75
1261,2020-09-26,RS703,RCB-889 Robot,Robots,77,Mair,Mallabar,Saint Paul,Minnesota,4,549,2196
1262,2020-09-26,TV804,Drone Video Techniques,Training Videos,2114,Des,Scrace,Houston,Texas,2,37.99,75.98
1263,2020-09-27,EB520,Understanding Arduino,eBooks,1352,Gratiana,Atwood,Milwaukee,Wisconsin,5,17.5,87.5
1264,2020-09-27,DK206,BYOD-400,Drone Kits,1255,Kelley,Essame,Dallas,Texas,2,119,238
1265,2020-09-27,TV803,Cloud Computing,Training Videos,1072,Henrieta,Cubberley,Aurora,Colorado,3,29.99,89.97
1266,2020-09-28,DS305,DTI-84 Drone,Drones,1646,Eugenia,Casale,New Orleans,Louisiana,3,455,1365
1267,2020-09-28,TV807,Open Source Code,Training Videos,1386,Miltie,Menlove,Fresno,California,4,32.95,131.8
1268,2020-09-28,TV811,Understanding Drone Regulations,Training Videos,272,Hendrika,Charlo,Concord,California,3,27.5,82.5
1269,2020-09-28,EB513,Photograph Drones,eBooks,1716,Vernon,de Almeida,Philadelphia,Pennsylvania,1,14.99,14.99
1270,2020-09-28,RK603,BYOR-1500,Robot Kits,54,Chaunce,Pardi,Sioux Falls,South Dakota,3,189,567
1271,2020-09-28,TV804,Drone Video Techniques,Training Videos,316,Richie,Domoney,Raleigh,North Carolina,2,37.99,75.98
1272,2020-09-29,EB511,Helicopter Drones,eBooks,599,Ricky,Hutchin,Washington,District of Columbia,4,20.95,83.8
1273,2020-09-29,DS307,MICR-564K Drone,Drones,802,Boyce,Sorton,Bismarck,North Dakota,4,499,1996
1274,2020-09-29,EB517,SCARA Robots,eBooks,162,Gabrielle,Willans,Beaverton,Oregon,3,19.5,58.5
1275,2020-09-29,EB517,SCARA Robots,eBooks,1607,Junie,Linnard,Nashville,Tennessee,2,19.5,39
1276,2020-09-29,TV809,Understanding 3D Printing,Training Videos,621,Brinna,Abramovitz,Sioux Falls,South Dakota,6,42.99,257.94
1277,2020-09-30,DK204,BYOD-300,Drone Kits,1051,Gabe,Craise,Rochester,Minnesota,4,89,356
1278,2020-09-30,DK202,BYOD-200,Drone Kits,99,Marjie,Bodesson,Rochester,New York,4,58.95,235.8
1279,2020-09-30,EB520,Understanding Arduino,eBooks,71,Darb,Meaddowcroft,Tacoma,Washington,4,17.5,70
1280,2020-09-30,RK603,BYOR-1500,Robot Kits,848,Carly,Neno,Aurora,Illinois,2,189,378
1281,2020-09-30,RK606,BYOR-3535,Robot Kits,995,Arvy,Farris,San Jose,California,3,225,675
1282,2020-09-30,RK605,BYOR-3000,Robot Kits,163,Patricio,Coils,Shawnee Mission,Kansas,3,214,642
1283,2020-09-30,EB501,Articulated Robots,eBooks,485,Yvette,Mayze,Ridgely,Maryland,3,23.99,71.97
1284,2020-10-01,RK607,BYOR-4005,Robot Kits,169,Ibby,Romer,Wilmington,Delaware,4,245,980
1285,2020-10-01,DK206,BYOD-400,Drone Kits,1371,Nissy,Guion,Sacramento,California,3,119,357
1286,2020-10-01,EB519,Spherical Robots,eBooks,1410,Fran,Barnsdale,Honolulu,Hawaii,2,16.75,33.5
1287,2020-10-01,DK204,BYOD-300,Drone Kits,1047,Gary,Beadel,Durham,North Carolina,3,89,267
1288,2020-10-02,RK606,BYOR-3535,Robot Kits,1053,Crin,Mahady,San Antonio,Texas,2,225,450
1289,2020-10-02,TV808,Robotic Essentials,Training Videos,1146,Ulrica,Kopecka,Minneapolis,Minnesota,3,34.99,104.97
1290,2020-10-02,DK204,BYOD-300,Drone Kits,1961,Beret,Sheerin,San Luis Obispo,California,3,89,267
1291,2020-10-02,DK204,BYOD-300,Drone Kits,476,Wilt,Clampton,Nashville,Tennessee,2,89,178
1292,2020-10-02,TV802,AI for Educators,Training Videos,1450,Estel,Hamprecht,Nashville,Tennessee,2,49.95,99.9
1293,2020-10-02,BP108,Panda Robot Blueprint,Blueprints,579,Gabi,Haet,Seattle,Washington,3,7.99,23.97
1294,2020-10-03,EB506,Delta Robots,eBooks,1028,Eb,Jurczik,Fairfax,Virginia,4,16.99,67.96
1295,2020-10-04,TV810,Understanding Automation,Training Videos,618,Lonnie,Shera,Knoxville,Tennessee,4,44.95,179.8
1296,2020-10-04,RS704,RLK-9920 Robot,Robots,1704,Brittan,Reubens,Richmond,Virginia,5,699,3495
1297,2020-10-04,EB517,SCARA Robots,eBooks,773,Dugald,Shuter,Columbus,Ohio,4,19.5,78
1298,2020-10-04,BP105,Creature Robot Arms Blueprint,Blueprints,426,Christen,Loins,Oklahoma City,Oklahoma,4,12,48
1299,2020-10-05,DS301,DA-SA702 Drone,Drones,362,Starr,Conochie,Paterson,New Jersey,4,399,1596
1300,2020-10-05,BP105,Creature Robot Arms Blueprint,Blueprints,2056,Gratiana,Gosnoll,Salt Lake City,Utah,5,12,60
1301,2020-10-05,EB520,Understanding Arduino,eBooks,1032,Stacy,Duxbury,Oklahoma City,Oklahoma,6,17.5,105
1302,2020-10-05,EB518,Single Rotor Drones,eBooks,218,Abagail,Defraine,Orlando,Florida,5,14.99,74.95
1303,2020-10-06,BP107,Ladybug Robot Blueprint,Blueprints,141,Waylin,Bernolet,Appleton,Wisconsin,3,12,36
1304,2020-10-06,EB502,Building Your First Robot,eBooks,1453,Rowan,Cronk,Houston,Texas,5,24.95,124.75
1305,2020-10-06,RK606,BYOR-3535,Robot Kits,1552,Corrine,Hurtic,Oklahoma City,Oklahoma,6,225,1350
1306,2020-10-06,RS702,MICR-23K Robot,Robots,602,Siffre,Hellcat,Fresno,California,4,899,3596
1307,2020-10-07,DS307,MICR-564K Drone,Drones,866,Binky,Waiton,Madison,Wisconsin,4,499,1996
1308,2020-10-07,EB519,Spherical Robots,eBooks,2055,Melosa,Heasley,Rochester,Minnesota,5,16.75,83.75
1309,2020-10-07,DK206,BYOD-400,Drone Kits,1636,Selia,Risdale,Salt Lake City,Utah,3,119,357
1310,2020-10-07,BP104,Cat Robot Blueprint,Blueprints,1263,Ferrel,Colpus,Berkeley,California,3,4.99,14.97
1311,2020-10-07,RK604,BYOR-2640S,Robot Kits,2078,Bennie,Petera,Atlanta,Georgia,1,189,189
1312,2020-10-08,EB512,Multi Rotor Drones,eBooks,1101,Lotti,Cridlon,Springfield,Illinois,4,24.95,99.8
1313,2020-10-08,EB504,Cartesian Robots,eBooks,341,Misti,Vose,Boston,Massachusetts,2,12.99,25.98
1314,2020-10-08,EB519,Spherical Robots,eBooks,1233,Riki,Oxtiby,Des Moines,Iowa,3,16.75,50.25
1315,2020-10-08,TV803,Cloud Computing,Training Videos,1544,Sal,Alcock,Honolulu,Hawaii,4,29.99,119.96
1316,2020-10-09,DK203,BYOD-220,Drone Kits,1638,Alphonso,Grzelewski,Tucson,Arizona,4,69,276
1317,2020-10-09,TV802,AI for Educators,Training Videos,1478,Duffie,Wolton,San Diego,California,4,49.95,199.8
1318,2020-10-09,TV804,Drone Video Techniques,Training Videos,1144,Joachim,Carass,Brooklyn,New York,4,37.99,151.96
1319,2020-10-09,TV805,Industrial 3D Printing,Training Videos,559,Ignacius,Belchem,Dayton,Ohio,4,49,196
1320,2020-10-10,BP101,All Eyes Drone Blueprint,Blueprints,534,Winni,Denmead,New Orleans,Louisiana,2,9.99,19.98
1321,2020-10-10,BP106,Hexacopter Drone Blueprint,Blueprints,1460,Lucille,Monnoyer,Charlotte,North Carolina,5,8.99,44.95
1322,2020-10-10,DK207,BYOD-400S,Drone Kits,1035,Tabbatha,Little,Washington,District of Columbia,5,129.95,649.75
1323,2020-10-10,RK605,BYOR-3000,Robot Kits,1695,Wilmer,Ahmed,Charleston,West Virginia,6,214,1284
1324,2020-10-10,BP102,Bsquare Robot Blueprint,Blueprints,671,Netta,Prowse,Little Rock,Arkansas,4,8.99,35.96
1325,2020-10-10,TV802,AI for Educators,Training Videos,244,Jobie,Pinchen,Birmingham,Alabama,3,49.95,149.85000000000002
1326,2020-10-10,TV810,Understanding Automation,Training Videos,703,Flin,Inkin,Waterbury,Connecticut,4,44.95,179.8
1327,2020-10-10,DK206,BYOD-400,Drone Kits,1366,Isaiah,Arrol,Philadelphia,Pennsylvania,2,119,238
1328,2020-10-10,BP105,Creature Robot Arms Blueprint,Blueprints,1850,Jacques,Simonsen,Silver Spring,Maryland,6,12,72
1329,2020-10-11,RK604,BYOR-2640S,Robot Kits,141,Waylin,Bernolet,Appleton,Wisconsin,3,189,567
1330,2020-10-11,DK204,BYOD-300,Drone Kits,555,Berna,MacDermott,Muncie,Indiana,5,89,445
1331,2020-10-11,EB521,Understanding Artificial Intelligence,eBooks,1864,Brear,Curm,Houston,Texas,5,19.5,97.5
1332,2020-10-12,DS306,DX-145 Drone,Drones,1437,Marchall,Scholard,Gatesville,Texas,5,250,1250
1333,2020-10-12,EB508,Fixed Wing Drones,eBooks,1284,Harriette,Cuckoo,Washington,District of Columbia,3,15.5,46.5
1334,2020-10-12,DS305,DTI-84 Drone,Drones,357,Derril,Durran,Macon,Georgia,3,455,1365
1335,2020-10-12,DS305,DTI-84 Drone,Drones,99,Marjie,Bodesson,Rochester,New York,3,455,1365
1336,2020-10-13,TV808,Robotic Essentials,Training Videos,72,Morgan,Manske,Brockton,Massachusetts,4,34.99,139.96
1337,2020-10-13,RS704,RLK-9920 Robot,Robots,1193,Corrinne,Tacey,Milwaukee,Wisconsin,5,699,3495
1338,2020-10-13,EB508,Fixed Wing Drones,eBooks,843,Sharleen,Ricciardo,San Angelo,Texas,3,15.5,46.5
1339,2020-10-13,EB505,Delivery Drones,eBooks,1920,Britteny,Turnell,Madison,Wisconsin,3,14.99,44.97
1340,2020-10-13,RS705,RQTE-554 Robot,Robots,1766,Bird,Chittenden,Washington,District of Columbia,4,684,2736
1341,2020-10-13,TV806,Mapping with Drones,Training Videos,153,Thor,Illiston,Detroit,Michigan,2,49,98
1342,2020-10-14,TV810,Understanding Automation,Training Videos,1573,Padraic,Osban,Sacramento,California,4,44.95,179.8
